"","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall"
"densidad_de_siembra_en_numero_de_semillas__semillas_ha",6.7442023134366,5.94257720542117,6.44154986033295,7.08715621632605,6.21133344645314,6.355675194393,6.80254053745058,6.76503014633621,6.23384177438614,7.60499172012367,6.03727352599673,7.7997200107906,7.158849164743,7.04985068339683,7.52730675770057,7.37687102185973,7.06563347708723,7.05316929335919,6.35665779147419,7.20418308286307,7.43933757033763,6.47331371140071,7.21824703590785,7.47451478932262,6.91113646061176,6.89930583267004,7.38333953932074,7.12546299780885,6.13759814248153,6.41185063845494,7.03622836687655,6.24644344645117,6.64207131197512,6.03244106611098,8.03331443239885,6.5380227928804,6.08534725048978,6.87416138080124,7.23698105031475,5.82517413370354,7.14064544740739,6.5103525390905,6.55375099587368,6.8197978029786,6.87761047547711,6.80803131633101,6.43870016729151,7.92184270518195,6.31345897343793,5.71785202328442,6.36611873634086,6.7196643939517,6.30674084974703,6.08163021986904,6.10529381671199,6.62722993879432,6.96271913718469,6.72775009925437,6.90195996516727,7.3585779406043,7.11565394665539,6.58063907900176,6.89660666724337,7.39319266635281,6.94919773932358,7.78252897479642,7.21509992012128,6.54591644147673,6.97863296082045,7.30688284616424,8.58891534816033,5.81243522703821,7.11736803942608,7.47302344164984,7.31368705239793,6.83147232218386,7.75908942036794,7.06715532278058,6.37243966731657,6.0466495881581,7.26818135658605,6.79125891340664,6.84480442249471,6.85266578311636,6.37939291514958,6.35065966746027,6.398964039982,5.8800721243373,7.20430203262277,6.9266819667247,8.11702460631747,6.60518927442147,6.54086890764586,6.31601926725818,5.97763097333379,6.26088911841064,5.82129889124394,6.39407334102657,7.07783565607754,6.11012408266665
"humedad_de_la_tierra_al_sembrar",2.14216468604494,2.15110370343332,1.97804519826767,1.70482893210819,2.03178756037429,2.1410445701802,1.76616513618762,1.46611850916877,1.66649257321896,2.03483833227041,1.7876806724147,1.95194687879406,1.50924115471567,1.78431609250631,2.37413088496407,1.892906087993,1.99237588145044,2.15021868799116,1.94407769609436,1.86478027772981,1.53774031226917,2.06020392236556,1.95886158379246,1.45154083312145,1.99775857617338,1.9368479846386,1.72675335978343,1.87308283637756,2.13437703173883,2.01772246552036,2.19323684402272,1.91729596421115,1.57046311649687,1.85812602913479,2.08307785861899,1.96640060629556,2.01607045350324,1.98024159353379,1.98378484425609,1.97122344102173,1.6096524840889,2.04994789553159,2.13907536928902,1.86652178824039,1.86772039954858,2.19758261843005,1.81662543863519,2.10030248721219,1.75875300483955,2.24476145348456,2.37882477369908,1.94980982700569,1.82332143244055,2.15012013902613,2.04576763919242,1.84797075175262,1.89054404920329,2.30521706673869,2.16149278128229,1.9632887101943,1.45149253237765,1.81052469895483,2.1056662074757,1.74256602605124,2.0106702408951,1.75513376497223,1.90652954110139,1.9125909326947,2.16664023797288,1.83522387408225,1.91603699641615,2.13969948209098,2.10765064864324,2.07821987968765,1.93141737012069,2.18396028114217,1.59007181826101,2.05191065549343,1.90478533651801,2.13367099682812,1.96370893864133,2.27898717009572,1.99604399513718,2.06673092544271,2.46174588377579,2.03594207487551,3.15001483934975,1.76989051705494,1.7494918652374,1.83908150270298,2.00039401772005,2.43200004131237,1.95891256590391,1.94325462360027,1.58861387739395,1.87685296845374,2.04126817061857,1.70288587048165,2.03081764270965,1.57500074348046
"tipo_de_siembra",0.749928168454862,0.88486103461038,0.527926513801769,0.683117750553851,0.978984100951146,0.396809798556688,0.784114106808548,0.155624511500849,0.714395859027445,0.509190099896097,1.05078591765999,0.303712457993611,0.605283948920333,0.67164903053384,0.396867716198466,0.776722737379893,0.562503604193611,0.849258727957652,0.363303415010101,0.810353405621298,0.412280724597072,0.601417012195419,0.47903266631438,0.607262895267165,0.528386879651131,0.661101519553934,0.391116126786338,0.660363331202309,0.882057917873538,0.904372830509739,0.374474108304847,0.700630572833146,0.728604865999347,0.358775137268599,0.199668691067191,0.602409891282783,0.791942554415028,0.797511501623837,0.578188919227601,1.01786196050105,0.63051188304775,0.669096696739067,0.822803489931801,0.120110853820232,0.78577831292198,0.633484368864523,0.773150901540531,0.416374309459811,0.745464826879675,0.472076489268366,0.84025344158395,0.194647436000675,0.808103213459721,0.649229479063179,1.06889176793739,0.60597957262391,0.661084477075729,0.559059964586735,0.685865091598494,0.51986314354343,0.378453737941385,0.27914954237142,0.330763356123803,0.662246834179849,0.429252769808904,0.326683397786088,0.552073856108078,0.524890976995448,0.801681544605301,0.390198319920881,0.280588073808942,0.940909405494334,0.76743852835914,0.54520717921225,0.770775107118025,0.338144473937689,0.605830840619831,0.611654191383122,0.542599707903906,0.887519954059407,0.821906304077949,0.76632944049442,0.520635427914966,0.954716414163842,0.724642592453424,0.641009871264467,0.589209493356659,0.483977174951475,0.605340484424273,0.336243606877189,0.410576062033407,0.63147190013076,0.798119803859253,0.865129157231033,0.126298544458758,0.910314445405742,1.08562595047389,0.628350771101155,0.655264490175995,0.488601182136681
"tipo_de_sembradora_utilizada_para_la_siembra",4.34274755799464,3.51330140656661,3.74970535368448,3.8602621387687,3.72439261555871,4.55534162490404,3.86517058607545,3.67055087369076,3.22422760933496,3.85311126423141,3.85850329538626,4.98462389504646,3.85897381952963,3.62729278278023,3.897550996901,3.98652541515373,4.55545032450774,4.36790621274075,3.45186182406044,3.43277436666896,3.67112211970655,4.13229193409975,4.02638087581872,4.18628349172028,3.99869472131033,4.47315991251974,4.20503525507729,3.58885067531768,3.84706219695201,3.45990271065852,3.68230976402123,4.02573252788838,3.87402093281853,3.60851267234587,4.45771962419404,3.93457167547965,4.17104864423956,4.58138934685343,3.84765432591153,3.87646922373753,3.15594863814804,4.10792856253634,3.90197506039117,4.85170955845333,3.3512511658924,3.22311515777058,3.94377491419117,4.10563031589058,3.51608107593521,3.2199756319236,4.49918992625441,3.84429531430703,3.79189926226832,3.90949274654047,4.48381250893367,3.43912844713597,3.44861499490536,3.66410040424522,4.48768191326389,3.84713165851936,3.30568739502578,4.0459717467459,4.45502551597057,4.46470470169427,4.27316459282451,4.22957656916067,4.11597373474158,3.81855722465351,3.47184336481723,4.56100433877456,4.28661993825415,3.77689208925226,4.00343589186834,4.40253683620821,4.00544009776876,3.74706705542056,4.32372369216139,3.85690580903071,4.41307936143504,4.54778643263048,3.39416791144104,4.21528779838201,3.59698426825667,4.13385101599586,3.71832987093267,3.82489021700237,3.77073199789991,3.49438861608663,4.92680972158908,3.77499339884671,4.52121603731261,4.11598194673634,3.1858039703734,3.75143549691558,3.64046367439347,3.84726478139193,3.83931526918748,4.63909041727913,4.18684131655275,3.8650303224517
"distancia_entre_plantas_o_matas__cm",2.65744536149923,2.55315296568734,3.37875840754382,3.23845588103876,3.18883876883711,3.09461581587136,3.15913155704118,2.99462124491497,2.73857073453383,3.0660083061704,3.47132695023477,2.90349775909629,3.67377136901114,2.88457115441236,2.8990252947976,3.80471263827525,3.14649818357721,3.28872965494119,2.70686425251403,3.74924532786169,2.75502213389221,2.93311941398526,3.46354151307158,3.18484564292576,2.8171449727815,3.24189719378345,3.50756980543785,2.67803571797563,3.11589367340513,3.03889025189378,3.17612372675305,3.12844285763105,3.47055754362307,2.53128850466977,2.89006250797174,2.94004091004898,3.19284165684152,3.97336699942576,2.99187310557979,3.65481729850236,2.91555810430197,3.33167649324142,3.43642954541284,3.09797178789792,3.21883512864621,3.19831649914876,2.90934402917727,3.39910831442544,3.00283948151382,3.29572222604059,3.04721649071305,2.98262321409042,3.10873695020486,2.71997513225768,2.66530139833715,3.11861283706414,3.43302006064552,2.62827448784208,3.52165530949134,3.44047074673329,3.08829868665295,3.57746873071657,3.06892713640541,3.62721338060152,3.02469251298402,3.16083059137523,2.97498600700056,3.32639022452551,2.64084207671719,3.14215204899953,3.11197267483196,2.75491015616571,3.41091089596982,2.71054342904321,3.38836934168051,2.55976843282869,3.4343993077592,3.06250053421863,3.05327833338681,3.34663665899167,3.06627522698796,3.10039970739445,2.79945831644072,3.32104206899028,2.71427672580237,3.19070431611695,2.39994500427008,3.09237573917078,3.18368751722771,3.10402719479125,3.14786655982899,3.3920691635087,3.22638804112917,3.48532371298308,2.81628842646295,3.44189744155122,2.868767569122,3.37442569331004,3.20113788158957,3.56844147799192
"numero_de_semillas_por_golpe",1.33543254731877,1.34726559065242,1.43681162693106,1.7240410478898,1.2673033155158,1.98884705839847,1.3215401145085,1.23761468717134,1.43936467477403,1.46016500335907,1.61189737654751,0.873682089833487,1.46748950405644,1.04831183155555,1.41540131156114,1.38072608814098,0.768355456097548,1.59216004847289,1.44287009680841,1.3415307003627,1.30650029092148,0.921518421399098,1.66186149500003,0.927462946793975,1.71443419791457,1.32763801253046,1.50222405573461,1.65992234220394,1.16091724241556,1.54611848619229,0.929531841434805,1.54475349462033,1.67340386683923,1.36242529041799,1.63998908306582,1.30808289447631,1.42444194984687,1.83163784212209,0.821320511364624,1.54212322563194,1.67706801001058,1.53855642193073,1.7214543367869,1.21976702181091,1.69403575413103,1.55493868743687,1.49762498465685,1.35652290934918,1.44658745782167,1.23118665680668,1.53205994409573,1.14266980197089,1.3942955470479,1.38197715213997,1.3766014419326,1.1600463471024,1.22573095115599,0.980090892854543,1.53805796770085,1.03966918179679,1.82526714406198,1.1264138835533,1.26033026649873,1.39223522394441,1.61377378654708,1.24763578948402,1.4017086690554,1.71070271157318,1.44667033206858,1.15607403266511,1.09252539610208,1.69204389021884,1.30856311882885,1.17322506862475,1.75710970121025,1.62859929235121,0.727596577604218,1.15106213642991,1.081020419858,1.32480856092035,1.3443590219743,1.47934245285911,1.21351464209255,1.37895606615379,1.30802922454013,1.34017559514755,1.40401055093544,1.39100232087501,0.896435497493701,1.33015702371126,1.45690896577678,1.28630003697821,1.66696524288585,1.89967270851207,0.560530841799606,0.984009247417697,1.59904249827227,1.62696087578721,1.23129938898284,1.32811410187597
"distancia_entre_surcos__cm",2.09388610520272,2.57345304713199,2.53104470426016,2.43458896343716,2.11394969956209,2.31014297356518,2.39059779985056,2.20355048771814,2.170813988455,3.03222063078092,3.12523387874732,2.83150495805126,2.70822703613329,1.91496412634094,2.28264094726923,2.01582336939087,2.01815147972687,2.34684898841983,2.65354474715356,2.36896452396779,3.05693830035066,2.55054765072432,2.32223326656316,2.27458693164891,2.85006648201314,2.0715363101828,2.5550865864195,3.04842679478056,3.03955832015645,2.85353820097152,2.99534837484679,2.86009653169793,2.54554040023102,2.93326647532933,3.09143576890116,2.49497379502546,2.68008821242975,2.38931811061788,3.02893791982669,2.41418397129015,1.93329834599649,2.89235338801975,2.20347280519689,2.49916791314387,2.57124050936765,2.43430239479789,2.86435479858843,2.39216321268124,2.19540656248726,2.04618829011391,2.45904214606076,3.23384029411476,2.77661640239084,2.85365932879217,2.10765106428815,2.10254738765964,1.78289568509317,2.76088912511795,2.41607854747211,1.96953710639973,2.62293163143463,2.20051095466218,2.81462940754603,2.6079013512865,2.27113722209811,2.48216450477906,2.43213316058796,2.52826742065464,2.26951591105099,2.75408595560159,2.21409592564179,2.4442571572064,3.07015886909701,1.54204349998702,2.45165103386818,2.13693876000314,2.07113288920781,1.96578647390372,2.30970065471475,2.12238913577928,2.31503271043801,2.73877670059999,1.82899505875157,2.67454134355621,2.11718779870017,2.88236479123316,2.33570564583004,2.37412161106261,2.39270982366526,1.95398066138515,2.35978405292147,2.36754991679647,2.13714306194985,2.25142321104337,2.51070532281399,2.57778944238292,2.39786215842347,2.25353116403851,2.82554565278714,2.30452543872233
"profundidad_de_siembra__cm",2.89250661328994,2.73257659748359,3.33010110707345,2.94248197575335,3.08656641532112,2.55512733905394,2.92680158445589,2.83694416401202,2.65313325999256,3.09367460541166,2.62199225075349,3.00909874987994,3.25527083316936,2.98827629497505,3.13307298063405,3.3192429489016,2.81184999239595,3.26950534803813,2.92445918001704,2.88665077852662,2.4551792261339,3.32717002791645,3.35724981832037,3.06547219319964,3.06340606400055,3.4949157453216,3.50814366642562,3.11047600880951,3.38560342208656,2.66254143463127,3.52508492670028,3.16670610948286,3.17613025731051,2.536499350954,3.1249315123255,2.81372519087413,2.73207302712959,2.82758728298969,3.36965067130698,3.00933746341037,3.03176451909496,3.53326223238434,3.48788000673699,2.90692249004508,2.71695471204083,3.73547151620481,2.74861191293725,3.41780923675373,3.1280058653991,2.88895584907858,2.79135322207785,3.24139484878502,2.87814393708915,2.63563257994659,2.57130948594453,2.86700597831869,2.84089503366402,3.40117618876236,3.2102354848895,2.95541227272977,3.10864027199551,3.30377860110221,2.27979712407725,3.23489997389357,3.08920517641495,3.24458312881604,3.23949373751288,2.96365438377419,3.53416300390797,3.02360352725931,2.47818085645865,2.96667043335788,3.29334703925163,2.93090887153742,3.3575606585502,2.83518145077604,2.86615853447477,3.37918566368,3.54185361511541,3.4643749393439,2.8664831388757,2.92116619258685,3.27279980429445,3.25646154178706,3.009772070108,3.16179825805151,2.94306322635929,2.83504329880985,3.4127688929332,2.60181926659238,2.95650108662869,2.83219562064034,3.08690058985599,3.03443111395058,2.89598891911441,3.52766231708145,3.15765831851371,2.97099353226384,3.13942170420631,3.26946260815682
"si_el_cultivo_es_maiz_o_frijol__indique_el_color_de_la_semilla",1.06403096188925,2.20989359449957,1.22471710306104,2.13258764420146,1.96407049342016,1.09006512483048,1.674785815895,2.82175583095764,1.91688174136346,1.8418834970461,1.76801220023231,1.89454431795654,1.43062846586174,1.85972161349738,1.79749569859919,1.71618229850749,1.99690597420066,1.70491059038594,2.0633960005833,1.9180540214567,2.72500462321957,2.16800220587042,2.01377228639405,1.77204942330409,2.00426500161056,2.15991564281188,2.15165655986454,1.63758059249169,1.698406259676,1.64877727557785,2.38961491570349,2.10570259360749,1.78672667716638,1.61472001000208,1.82269583500047,2.32906551980397,1.18564272998901,2.25749197542509,1.82025982233682,1.802808713055,1.57208343385064,2.26938744568848,2.20929733524633,2.27056016964611,2.19021379822299,1.73576738705958,2.1051419142366,1.99907882877205,2.25018563521566,2.46705423342874,1.47550402988185,1.39981546224277,1.94339340016282,2.00301957780779,1.64852601162244,2.34515186496989,1.73495343622692,1.82022413502668,1.89076059800807,1.20448531570494,1.81023267506934,1.80023307389784,2.666658632694,1.54361192672677,1.70237143811499,1.51118536954048,2.93685031639505,2.18270172615713,1.98194818801582,2.19581283801037,1.8401263743445,1.98605368060213,1.55469700274145,2.35714458457158,2.10624280559395,2.02068165046003,2.29350990987546,1.69411099429799,1.93583976843802,1.59474501250489,2.47850235725933,1.58238177458646,1.52533863191047,2.02735262329299,1.35590974588024,2.33571932736868,2.13212439142143,1.59690223371088,0.870104863447384,1.09179393016221,1.4539757279848,1.82602958517317,2.00043072713403,2.05600842139211,2.61931545760181,1.9542402002903,2.03557900972245,1.92118506942644,1.86488755453154,1.98997292181128
"occurencias_abono_organico",0,0.667393988345493,0.821529969026238,0.932782475441192,0.94451429889205,0.483181041460419,0.434182469054063,0.280503881155979,0.504182971214301,0.363659450602758,0.631721120641851,0.100310702698475,0.0740474309703685,1.05723309044429,0,0.494873647511351,0.241719222087626,0.630677664330462,0.322662068304224,0.900806042061486,0.233149814604015,0.367144833817345,0.614017024252004,0.361379740698578,0.482809551100933,0.682545828400847,0.411501515386644,0.444550530455731,0.817638641069945,0.810234618353608,0,0.420482464626622,0.665919937226936,0.394104993370553,0.491144095155307,0.499631257082836,0.547195725744597,1.30528717482191,0,0.910934553576763,0.82809278052271,0.265816772026635,0.721406320956442,0,0.282570330953216,0,0.549577827574304,0.106416175974082,0.255650427185136,0.455177973805523,0.401543964302129,0.207838374074214,0.57023981391727,0.686056947997168,0.986866593393911,0.608149167293366,0.520705568906056,0,0.583575635784255,0.335386850101755,0.0690312586588936,0.190672570581133,0.349316014780209,0.386323497306724,0.38545316956824,0.060134572302734,0.568189890415963,0.376424749925264,0.596344646552482,0.495578497557299,0.445431771496413,0.946192932403563,0.3952846153185,0.182673156859301,0.433722000736529,0.338534421783357,1.05709853608372,1.05506296812297,0.697035685027179,0.864352382649549,0.130809123243708,0.223707744569511,0,0.927292218027081,0.437189978581459,0.434992567090768,0.659092753399774,0.748814681201585,0,0,0.423714284860384,0.92010281611445,1.20448743104284,0.492779195414949,0.581044959595238,0,0.558913416817919,0.527869091910951,0.502947191537982,0.820078961646919
"afectaciones",2.58946866502346,3.98926180486983,3.07897432524463,3.55252603966729,2.74273413314637,2.42158036451544,3.28173878170576,3.05605595962105,2.89726274221684,2.78461576452784,2.69998303943059,2.82572845959197,3.41682189712312,2.77451512198249,3.11336330015446,3.01119504390808,3.47684792025405,2.88394743672661,2.95252495957922,2.67434433033374,3.82862350307894,3.51332790121981,3.21031720326124,3.26886375059518,2.95468502059883,3.48954361574158,3.39749726950067,3.76846667265473,3.42256372274359,2.64489799573519,3.94399598002214,3.33639675916984,3.01924862831989,2.81991687499779,2.99327342186105,2.56238855347139,2.7833764985633,2.8274721788891,2.95472731240568,2.75294573807551,2.82147318363043,2.81694929696295,2.96328105296098,2.51148383053771,2.62920667539622,2.76292236952059,3.38846981677558,3.1436844403513,2.9212656643109,3.42525673346886,2.45321304847741,3.2399057774914,3.34952682061184,3.0723872450713,2.85994208093844,2.99556036678553,2.87282985582288,3.1419709509303,3.25295484077855,2.16975343016908,3.15689334184311,3.18373106111937,2.8072260092609,3.02179709507709,2.83305653842877,3.39734660398148,2.82340255433211,3.12520034986042,3.05676055332319,3.18739669806442,2.96132521566159,3.02522374264338,3.05803355702952,2.86328256200981,2.63730227670861,2.75468622624394,2.83787277849742,3.08216466387069,3.15791968563741,2.82158846439761,2.88004219628804,3.98673570792113,2.95886116401773,2.71207402593662,2.98734948972149,2.90330018628277,2.67055386156562,2.67730499504044,3.3951896794207,2.80281693509887,2.67118198015487,3.25675259302278,2.941273939027,3.19340798774725,3.29212481084382,3.41862917275234,2.91666127774657,2.71112597943109,3.03881394730563,3.35181331154657
"rotacioncultivos",1.00631328256794,1.28002357151355,1.25736044212889,1.02188942306319,1.15207501818258,0.923761936718419,0.993649820832558,0.701594519562537,0.5233520107544,0.752536033030496,1.25926374527135,0.373721365348548,1.11344766608375,1.12453219972982,1.11137600789833,0.835327988297787,0.494633688750202,1.17102729753868,1.09544360843374,1.18857836602757,1.19416175956415,1.0683627000527,0.380207413706953,0.766765249932474,0.539907470817733,0.94747370866965,0.83449363192151,1.10964305596731,0.862396001678557,1.31364057673977,0.519464910199219,1.18840949449188,1.08760564703851,1.49189284829992,0.144517527911816,0.609689497855581,1.2024331793548,0.675530084193001,1.42306402961264,1.22813665311493,1.31891947702438,0.855491499669764,1.0432736577933,0.567580817699921,0.773741711697125,0.731003464189778,0.90909055364029,1.33153054611749,1.42612445302721,1.24046914399755,0.752415520500751,0.607503269596211,1.21312503768253,1.09379415639401,0.862864785578593,1.27357216125802,0.886156435529395,0.493188875738274,0.801765779482163,1.11204490613846,0.582821424791949,0.275453911873801,0.866793961297863,1.11916279795957,1.26636873137065,1.04901338973334,1.08999516297537,1.04433487337275,0.766498002389428,0.421583284133252,0.415383566420935,1.08024000610008,0.906521778296984,0.836148192123935,0.8553208020146,0.736008378376361,0.918333810249046,0.884655052423268,0.247134550646769,0.91463899030486,1.24885503903918,0.969404168898304,0.726236547114678,0.928067378578167,1.77538796105811,0.918471054742716,0.929025688854913,1.11217644749757,1.24466171734427,0.89069821493841,1.09537139515279,0.543197172888429,1.13344338242355,1.16636639853763,0.526747480272438,0.865873357500042,0.942601411442858,0.621216343741652,1.40404629581079,1.10260167888096
"Riegos_totales",3.8591490838935,3.39382958532308,3.54402006894139,3.1531442470091,3.5584116828998,3.58967378324575,3.51113461810196,3.58777464584409,3.94989536538115,3.30754727811377,3.44508735903426,3.28406745818457,3.28775489850381,2.82795895147988,2.9919015151919,3.07753445063362,3.90982038390463,3.44934567212442,2.80317759843851,3.70399803694607,2.8586185411749,3.19429445788025,3.55981310683297,3.60225796634857,3.44473460259213,3.44077414248388,2.9316563077068,2.94783494898547,3.3210841663804,3.52126283654767,3.31780719338864,3.44062048687145,3.25010540058021,3.17770457639505,3.86784953615135,3.30600350396771,3.14127692876486,3.46865618966058,3.06332855282191,2.89203197732175,3.3205225853728,3.00955431003438,3.32498584813051,3.34715475603336,3.2194590919406,3.78014545788293,3.73820128020612,2.82147400701075,3.77561336319337,3.35653830838094,3.32384931668131,3.44329065342896,3.11087082714067,3.79641929093881,3.24200433908441,3.13127626016695,3.30187612926983,3.31747184062665,2.76428961877024,3.33821393074764,3.30340960961162,3.72160912882103,3.46489053489113,3.0056430500393,2.66654912466562,3.16948921248668,3.41312077865854,3.60779890881232,3.21741301275836,3.61662087770355,3.59546497399706,3.28933417144072,3.24968291955003,2.94138668090923,3.18304488828932,3.00933619567293,2.54400364814842,3.49901869427686,3.58738260399687,2.96784166069987,2.99446009192507,3.33230782869388,3.36682110615643,2.86785476303683,3.70714946132524,2.79280000347666,2.61489528307382,2.98286516336345,3.20825446737125,2.64552263916911,3.1269178286764,3.26346948331805,3.54098226486227,3.23802650744054,3.36982042318602,3.40738236251733,2.99241423799189,3.64625994608165,3.01601592977374,3.62404232511223
